13,1,1,5,0.8964,67.73298215866089
13,2,1,5,0.8063,67.63862252235413
13,1,1,10,0.9402,68.10715460777283
13,2,1,10,0.8982,67.08895897865295
13,1,1,20,0.993,93.73127150535583
13,2,1,20,0.9268,89.48447155952454
13,1,1,50,1.0,115.36099195480347
13,2,1,50,1.0,112.2123556137085
13,1,1,100,1.0,144.7738733291626
13,2,1,100,1.0,131.65567064285278
13,1,1,500,1.0,369.46577048301697
13,2,1,500,1.0,331.45842123031616
13,1,1,1000,1.0,587.024053812027
13,2,1,1000,1.0,517.8197696208954
13,1,2,5,0.9002,70.59934759140015
13,2,2,5,0.7745,68.33338141441345
13,1,2,10,1.0,72.73846888542175
13,2,2,10,0.8809,71.94311285018921
13,1,2,20,1.0,118.30674624443054
13,2,2,20,1.0,115.42853140830994
13,1,2,50,1.0,157.7076005935669
13,2,2,50,1.0,140.66332411766052
13,1,2,100,1.0,264.26134061813354
13,2,2,100,1.0,232.78650283813477
13,1,2,500,1.0,1394.5261466503143
13,2,2,500,1.0,1332.9702517986298
13,1,2,1000,0.5893,4043.9379649162292
13,2,2,1000,1.0,4138.362264633179
13,1,3,5,1.0,72.36127281188965
13,2,3,5,0.7862,71.53051376342773
13,1,3,10,1.0,77.53570890426636
13,2,3,10,1.0,76.72405934333801
13,1,3,20,1.0,132.54625988006592
13,2,3,20,1.0,137.51614809036255
13,1,3,50,1.0,213.0885796546936
13,2,3,50,1.0,190.79853081703186
13,1,3,100,1.0,348.3265652656555
13,2,3,100,1.0,323.91487550735474
13,1,3,500,1.0,2425.2845113277435
13,2,3,500,1.0,2329.6500010490417
13,1,3,1000,0.5893,5509.622653007507
13,2,3,1000,1.0,7744.072097301483
