06,1,1,9,0.9758,582.784991979599
06,2,1,9,0.9758,576.834832906723
06,1,1,18,0.9756,597.2749240398407
06,2,1,18,0.9758,591.364251613617
06,1,1,27,0.97525,596.7930519580841
06,2,1,27,0.97575,595.3277859687805
06,1,1,36,0.9742,608.4163734912872
06,2,1,36,0.9755,608.8290281295776
06,1,1,45,0.97155,633.0433657169342
06,2,1,45,0.9751,619.3702363967896
06,1,1,54,0.97025,620.8609070777893
06,2,1,54,0.9744,629.2174754142761
06,1,1,63,0.9667,633.9770233631134
06,2,1,63,0.97455,640.7266824245453
06,1,1,72,0.96415,646.2936255931854
06,2,1,72,0.974,664.3310160636902
06,1,1,81,0.9608,685.63054895401
06,2,1,81,0.97345,703.9971604347229
06,1,2,9,0.9758,581.8371779918671
06,2,2,9,0.9758,579.0425899028778
06,1,2,18,0.97555,609.1753151416779
06,2,2,18,0.9758,603.2068548202515
06,1,2,27,0.9735,620.174439907074
06,2,2,27,0.97555,615.1089215278625
06,1,2,36,0.96985,660.8265199661255
06,2,2,36,0.9729,654.2757165431976
06,1,2,45,0.96075,689.8481097221375
06,2,2,45,0.9706,660.4471986293793
06,1,2,54,0.95905,675.7952928543091
06,2,2,54,0.9711,681.5042684078217
06,1,2,63,0.9572,674.0768353939056
06,2,2,63,0.96715,686.6568052768707
06,1,2,72,0.95495,687.8193638324738
06,2,2,72,0.9625,710.0084388256073
06,1,2,81,0.9566,709.4685137271881
06,2,2,81,0.96415,713.3814351558685
06,1,3,9,0.9758,590.3103828430176
06,2,3,9,0.9758,584.4088127613068
06,1,3,18,0.97495,621.9444768428802
06,2,3,18,0.9758,611.674388885498
06,1,3,27,0.97115,641.2528922557831
06,2,3,27,0.974,639.1368639469147
06,1,3,36,0.9621,658.5193634033203
06,2,3,36,0.9691,658.1333310604095
06,1,3,45,0.9574,687.5603559017181
06,2,3,45,0.9601,701.9351806640625
06,1,3,54,0.95565,718.0428285598755
06,2,3,54,0.9597,730.1646685600281
06,1,3,63,0.95775,733.4164109230042
06,2,3,63,0.9595,741.0389287471771
06,1,3,72,0.96145,744.3879153728485
06,2,3,72,0.957,772.7155239582062
06,1,3,81,0.96305,766.3326964378357
06,2,3,81,0.94745,800.5191371440887
03,1,1,9,0.9758,575.9939260482788
03,2,1,9,0.9758,574.0174887180328
03,1,1,18,0.9757,596.2678422927856
03,2,1,18,0.9758,591.7206587791443
03,1,1,27,0.97555,595.012439250946
03,2,1,27,0.9758,593.8110930919647
03,1,1,36,0.9739,605.6946089267731
03,2,1,36,0.9756,606.6133844852448
03,1,1,45,0.97185,615.5717298984528
03,2,1,45,0.97485,620.7998712062836
03,1,1,54,0.97095,617.7382752895355
03,2,1,54,0.9752,625.6458373069763
03,1,1,63,0.96825,622.9938955307007
03,2,1,63,0.9734,641.0813310146332
03,1,1,72,0.96505,628.7375421524048
03,2,1,72,0.9738,641.5172810554504
03,1,1,81,0.9627,642.6658239364624
03,2,1,81,0.9735,650.3348741531372
03,1,2,9,0.9758,583.7404944896698
03,2,2,9,0.9758,578.0413861274719
03,1,2,18,0.97545,613.286039352417
03,2,2,18,0.9758,603.3201143741608
03,1,2,27,0.9733,618.1216013431549
03,2,2,27,0.97455,615.2081866264343
03,1,2,36,0.96865,635.4632041454315
03,2,2,36,0.97255,634.431054353714
03,1,2,45,0.96245,649.3315463066101
03,2,2,45,0.96865,660.1573624610901
03,1,2,54,0.95915,675.3306164741516
03,2,2,54,0.97,680.0590379238129
03,1,2,63,0.95425,670.4983379840851
