op,1,1,5,0.9066,13.0690598487854
op,2,1,5,0.7068,13.54098129272461
op,1,1,10,0.9219,13.589585781097412
op,2,1,10,0.8799,13.523964643478394
op,1,1,20,1.0,13.352764129638672
op,2,1,20,0.9186,14.084904670715332
op,1,1,50,1.0,15.050699710845947
op,2,1,50,0.9914,15.091816902160645
op,1,1,100,1.0,17.25669002532959
op,2,1,100,1.0,17.498236417770386
op,1,1,500,1.0,36.35059571266174
op,2,1,500,1.0,36.68201994895935
op,1,1,1000,1.0,69.4807665348053
op,2,1,1000,1.0,76.82468008995056
op,1,2,5,0.9871,12.757148504257202
op,2,2,5,0.7947,13.011505126953125
op,1,2,10,1.0,13.818206310272217
op,2,2,10,0.8809,13.604042291641235
op,1,2,20,1.0,14.423253297805786
op,2,2,20,1.0,14.957123756408691
op,1,2,50,1.0,18.234862089157104
op,2,2,50,1.0,18.504799842834473
op,1,2,100,1.0,24.922921895980835
op,2,2,100,1.0,25.16147494316101
op,1,2,500,1.0,162.97232484817505
op,2,2,500,1.0,182.31392097473145
op,1,2,1000,1.0,661.6884963512421
op,2,2,1000,1.0,663.0887558460236
op,1,3,5,0.9922,14.207110166549683
op,2,3,5,0.8809,14.461405515670776
op,1,3,10,1.0,14.523972749710083
op,2,3,10,1.0,15.000093936920166
op,1,3,20,1.0,16.40134048461914
op,2,3,20,1.0,17.08968472480774
op,1,3,50,1.0,20.759197473526
op,2,3,50,1.0,20.890528440475464
op,1,3,100,1.0,33.325329065322876
op,2,3,100,1.0,33.67134118080139
op,1,3,500,1.0,319.30077266693115
op,2,3,500,1.0,342.380576133728
op,1,3,1000,0.5893,1199.1856315135956
op,2,3,1000,1.0,1243.9518957138062

