op,1,1,5,0.9758,109.49641919136047
op,2,1,5,0.9758,109.71602487564087
op,1,1,10,0.9758,111.42717242240906
op,2,1,10,0.9758,111.39536356925964
op,1,1,20,0.97555,119.1396381855011
op,2,1,20,0.9758,119.27486062049866
op,1,1,50,0.97175,116.11470174789429
op,2,1,50,0.9749,115.57244873046875
op,1,1,100,0.95795,126.19394826889038
op,2,1,100,0.97235,129.48906016349792
op,1,1,500,0.9626,167.90439248085022
op,2,1,500,0.97485,169.3750262260437
op,1,1,1000,0.01225,242.86642813682556
op,2,1,1000,0.9748,244.93603253364563
op,1,2,5,0.9758,113.05887484550476
op,2,2,5,0.9758,113.42269849777222
op,1,2,10,0.9758,115.7952151298523
op,2,2,10,0.9758,115.6276445388794
op,1,2,20,0.97535,127.43082547187805
op,2,2,20,0.97575,127.0383985042572
op,1,2,50,0.9612,122.08065176010132
op,2,2,50,0.97035,125.20316338539124
op,1,2,100,0.96115,138.5684084892273
op,2,2,100,0.966,143.29389882087708
op,1,2,500,0.9519,386.9102282524109
op,2,2,500,0.97575,404.0329291820526
op,1,2,1000,0.01225,1166.1503846645355
op,2,2,1000,0.9756,1223.2027299404144
op,1,3,5,0.9758,114.47405481338501
op,2,3,5,0.9758,114.764803647995
op,1,3,10,0.9757,118.76538419723511
op,2,3,10,0.9758,118.71450519561768
op,1,3,20,0.97455,131.8816967010498
op,2,3,20,0.97545,131.00773668289185
op,1,3,50,0.95235,129.97328281402588
op,2,3,50,0.95975,134.0608856678009
op,1,3,100,0.9633,155.044291973114
op,2,3,100,0.9542,161.3712601661682
op,1,3,500,0.9304,625.2739062309265
op,2,3,500,0.97515,657.8982825279236
op,1,3,1000,0.01225,2094.080466747284
op,2,3,1000,0.01225,2098.641754627228

