op,1,1,9,0.9758,115.68405818939209
op,2,1,9,0.9758,113.19655084609985
op,1,1,18,0.9756,117.39692902565002
op,2,1,18,0.9758,115.67075324058533
op,1,1,27,0.9745,113.97991561889648
op,2,1,27,0.9749,111.91478633880615
op,1,1,36,0.973,113.92070841789246
op,2,1,36,0.97475,113.35642075538635
op,1,1,45,0.97115,116.53969836235046
op,2,1,45,0.97395,116.06568360328674
op,1,1,54,0.96925,119.48128175735474
op,2,1,54,0.97355,120.83807516098022
op,1,1,63,0.96875,121.3158540725708
op,2,1,63,0.973,120.72967600822449
op,1,1,72,0.9652,120.74779772758484
op,2,1,72,0.97275,123.52965307235718
op,1,1,81,0.962,124.67367935180664
op,2,1,81,0.97145,125.98891758918762
op,1,2,9,0.9749,115.7824158668518
op,2,2,9,0.9749,113.51098132133484
op,1,2,18,0.9747,119.83136320114136
op,2,2,18,0.97475,122.69655704498291
op,1,2,27,0.97245,117.23671960830688
op,2,2,27,0.97435,119.676429271698
op,1,2,36,0.9678,121.7675313949585
op,2,2,36,0.97195,123.72472023963928
op,1,2,45,0.96115,125.7161705493927
op,2,2,45,0.9693,125.29406905174255
op,1,2,54,0.95645,122.11482453346252
op,2,2,54,0.9652,125.88534808158875
op,1,2,63,0.95165,125.56519794464111
op,2,2,63,0.9661,128.76838445663452
op,1,2,72,0.95355,126.8924834728241
op,2,2,72,0.9606,132.0513756275177
op,1,2,81,0.95755,131.11302018165588
op,2,2,81,0.9563,134.82577538490295
op,1,3,9,0.9749,116.33348274230957
op,2,3,9,0.9749,116.19329738616943
op,1,3,18,0.97465,127.13755893707275
op,2,3,18,0.9748,128.90571355819702
op,1,3,27,0.97,127.95481586456299
op,2,3,27,0.97325,130.61150860786438
op,1,3,36,0.96175,128.4877188205719
op,2,3,36,0.9686,130.40745782852173
op,1,3,45,0.95385,132.8244993686676
op,2,3,45,0.9644,131.2699785232544
op,1,3,54,0.95535,129.47732710838318
op,2,3,54,0.96315,133.51095938682556
op,1,3,63,0.955,135.1681797504425
op,2,3,63,0.9537,139.03460669517517
op,1,3,72,0.95715,141.59025645256042
op,2,3,72,0.94945,140.9779007434845
op,1,3,81,0.9598,145.1064224243164
op,2,3,81,0.9575,151.28301119804382
