ml_03,1504775863.8718073,1504775912.7045681,48.83276081085205
ml_07,1504775863.9042969,1504775913.2346551,49.330358266830444
ml_05,1504775863.8878758,1504775913.3903174,49.50244164466858
ml_08,1504775863.9499066,1504775913.5283906,49.57848405838013
ml_06,1504775863.9173384,1504775913.6516976,49.73435926437378
ml_13,1504775864.1093848,1504775913.7873094,49.67792463302612
ml_12,1504775863.9525063,1504775913.733739,49.781232595443726
ml_10,1504775864.0754883,1504775913.8188434,49.74335503578186
ml_09,1504775864.2236495,1504775913.8670611,49.64341163635254
ml_04,1504775864.1517024,1504775913.8534217,49.70171928405762
ml_02,1504775863.950408,1504775913.3941832,49.44377517700195
ml_11,1504775863.9482467,1504775913.5716321,49.623385429382324
ml_01,1504775865.9121022,1504775914.1465647,48.23446249961853
****
ml_07,1504775959.5634797,1504775992.6015105,33.03803086280823
ml_05,1504775959.5088766,1504775992.6742249,33.165348291397095
ml_03,1504775959.5851953,1504775992.7672424,33.18204712867737
ml_11,1504775959.6733248,1504775992.6799912,33.00666642189026
ml_06,1504775959.45793,1504776003.6904633,44.23253321647644
ml_12,1504775959.5052469,1504776004.036591,44.531344175338745
ml_13,1504775959.5301545,1504776004.0356045,44.50545001029968
ml_09,1504775959.6777418,1504776004.0720394,44.39429759979248
ml_08,1504775959.8917022,1504776004.1948354,44.30313324928284
ml_04,1504775959.8460913,1504776004.2139876,44.36789631843567
ml_10,1504775959.8942158,1504776004.289043,44.394827127456665
ml_02,1504775959.4216676,1504776003.3792636,43.95759606361389
ml_01,1504775961.5862055,1504776004.5458474,42.95964193344116
****
ml_12,1504776143.9999292,1504776176.601681,32.60175180435181
ml_07,1504776144.093022,1504776177.0723631,32.97934103012085
ml_13,1504776144.1144862,1504776177.1598303,33.04534411430359
ml_10,1504776144.0868526,1504776177.3376477,33.250795125961304
ml_03,1504776144.1353257,1504776177.3651414,33.22981572151184
ml_02,1504776144.1777785,1504776177.4026082,33.22482967376709
ml_09,1504776144.1019447,1504776177.4446435,33.34269881248474
ml_08,1504776144.3363883,1504776177.5529854,33.21659708023071
ml_11,1504776144.1264575,1504776177.5437527,33.41729521751404
ml_04,1504776142.2077682,1504776179.058015,36.85024690628052
ml_06,1504776142.241217,1504776179.3639185,37.12270164489746
ml_05,1504776143.7594814,1504776180.4623635,36.702882051467896
ml_01,1504776145.8839295,1504776178.0706112,32.18668174743652
****
ml_05,1504776385.8998709,1504776418.493147,32.593276023864746
ml_13,1504776385.9034548,1504776418.8412826,32.937827825546265
ml_12,1504776385.9276335,1504776418.943388,33.01575446128845
ml_08,1504776385.9301927,1504776418.9743814,33.04418873786926
ml_02,1504776385.966089,1504776419.0767004,33.11061143875122
ml_09,1504776385.9783475,1504776418.9872482,33.00890064239502
ml_04,1504776385.950475,1504776419.1331556,33.18268060684204
ml_10,1504776385.8921201,1504776419.1838439,33.29172372817993
ml_06,1504776386.1360083,1504776419.1902506,33.05424237251282
ml_03,1504776385.9547162,1504776419.4560735,33.501357316970825
ml_07,1504776385.932594,1504776419.051565,33.11897087097168
ml_11,1504776385.8413014,1504776422.1537685,36.312467098236084
ml_01,1504776387.789689,1504776419.6774452,31.88775610923767
****
ml_04,1504776683.632808,1504776713.052361,29.41955304145813
ml_05,1504776683.713225,1504776713.6080267,29.89480185508728
ml_03,1504776683.6714034,1504776713.6414392,29.970035791397095
ml_11,1504776685.5188756,1504776717.3346272,31.815751552581787
ml_09,1504776685.5209608,1504776717.418118,31.897157192230225
ml_07,1504776685.545841,1504776717.4579089,31.912067890167236
ml_08,1504776685.6804721,1504776717.5652256,31.884753465652466
ml_12,1504776685.7178636,1504776717.681235,31.963371515274048
ml_10,1504776685.7408586,1504776717.7256339,31.98477530479431
ml_13,1504776685.6788225,1504776717.7327154,32.053892850875854
ml_06,1504776683.8737917,1504776720.3439455,36.47015380859375
ml_02,1504776683.6919582,1504776720.4375758,36.745617628097534
ml_01,1504776687.309067,1504776718.0621653,30.753098249435425
****
ml_07,1504776812.5772138,1504776861.3694205,48.79220676422119
ml_12,1504776812.6220808,1504776861.8954337,49.27335286140442
ml_02,1504776812.6402767,1504776861.9475079,49.307231187820435
ml_04,1504776812.6765132,1504776862.1049647,49.42845153808594
ml_08,1504776812.7618532,1504776862.23686,49.47500681877136
ml_10,1504776812.6038797,1504776862.27144,49.667560338974
ml_06,1504776812.8257918,1504776862.3021343,49.47634243965149
ml_11,1504776812.6496065,1504776862.2967117,49.64710521697998
ml_03,1504776812.916118,1504776862.4931066,49.576988697052
ml_09,1504776812.8621988,1504776862.4699106,49.60771179199219
ml_05,1504776812.9526587,1504776862.5240374,49.57137870788574
ml_13,1504776812.8823352,1504776862.4250731,49.54273796081543
ml_01,1504776814.6320417,1504776862.8410137,48.20897197723389
****
ml_03,1505011880.0287313,1505011906.5602412,26.53150987625122
ml_06,1505011880.0738046,1505011906.729556,26.6557514667511
ml_04,1505011880.030278,1505011907.0442786,27.01400065422058
ml_10,1505011881.9294503,1505011910.6138587,28.68440842628479
ml_08,1505011882.0201752,1505011910.6882024,28.66802716255188
ml_09,1505011881.957091,1505011910.6751847,28.718093633651733
ml_12,1505011882.0013425,1505011910.7555969,28.75425434112549
ml_07,1505011881.9098146,1505011910.409901,28.500086307525635
ml_11,1505011883.4828968,1505011911.5981,28.115203142166138
ml_05,1505011879.966162,1505011913.1039684,33.13780641555786
ml_02,1505011887.9140842,1505011912.6498678,24.735783576965332
ml_01,1505011883.528325,1505011911.494822,27.96649694442749
****
ml_03,1505011973.3337617,1505011998.6032133,25.26945161819458
ml_05,1505011973.365759,1505011999.4249766,26.05921769142151
ml_07,1505011975.302077,1505012003.8045168,28.502439737319946
ml_11,1505011976.843726,1505012005.792016,28.9482901096344
ml_04,1505011973.0733383,1505012008.6963913,35.62305307388306
ml_06,1505011973.3201628,1505012009.3849185,36.06475567817688
ml_01,1505011976.7562547,1505012005.3382263,28.581971645355225
ml_02,1505011984.7255497,1505012010.2635732,25.538023471832275
ml_09,1505011975.5385444,1505012011.6637316,36.125187158584595
ml_08,1505011975.277052,1505012011.7286942,36.45164227485657
ml_12,1505011975.3000367,1505012011.839654,36.53961730003357
ml_10,1505011975.3250973,1505012011.8642864,36.5391891002655
****
ml_05,1505012133.2656467,1505012162.0839412,28.818294525146484
ml_09,1505012133.2705402,1505012162.1518362,28.881295919418335
ml_12,1505012133.3046882,1505012162.3545084,29.04982018470764
