ml_04,tanh,1,100,23.599881887435913,1505327185.1448336,1505327208.7447155
ml_06,tanh,1,1000,25.58216428756714,1505327186.3776743,1505327211.9598386
ml_03,tanh,1,50,28.212397813796997,1505327184.5661101,1505327212.778508
ml_05,tanh,1,500,35.9953191280365,1505327185.8599362,1505327221.8552554
ml_03,tanh,2,50,13.121452808380127,1505327233.547419,1505327246.6688719
ml_04,tanh,2,100,21.40121579170227,1505327229.3904126,1505327250.7916284
ml_12,sigmoid,1,500,77.30362248420715,1505327190.2508996,1505327267.554522
ml_10,sigmoid,1,50,82.47411012649536,1505327189.1220083,1505327271.5961185
ml_05,tanh,2,500,31.235584497451782,1505327243.5874984,1505327274.823083
ml_13,sigmoid,1,1000,83.68149542808533,1505327192.51492,1505327276.1964154
ml_06,tanh,2,1000,44.26507234573364,1505327232.899159,1505327277.1642313
ml_03,tanh,3,50,15.829544067382812,1505327268.3139517,1505327284.1434958
ml_04,tanh,3,100,15.118504047393799,1505327273.934271,1505327289.0527751
ml_11,sigmoid,1,100,106.58154702186584,1505327191.1144872,1505327297.6960342
ml_02,tanh,1,20,122.04776072502136,1505327185.494407,1505327307.5421677
ml_05,tanh,3,500,27.133455514907837,1505327298.3405333,1505327325.4739888
ml_10,sigmoid,2,50,43.28052473068237,1505327292.1369019,1505327335.4174266
ml_00,tanh,1,5,185.66365575790405,1505327182.09871,1505327367.7623658
ml_08,sigmoid,1,10,179.9931275844574,1505327187.7568781,1505327367.7500057
ml_01,tanh,1,10,184.44247245788574,1505327184.5536582,1505327368.9961307
ml_09,sigmoid,1,20,182.05609726905823,1505327188.3906262,1505327370.4467235
ml_02,tanh,2,20,50.90986466407776,1505327328.8648129,1505327379.7746775
ml_11,sigmoid,2,100,60.254878759384155,1505327319.9894834,1505327380.244362
ml_10,sigmoid,3,50,66.26544380187988,1505327357.200412,1505327423.4658558
ml_13,sigmoid,2,1000,139.3013322353363,1505327299.9849129,1505327439.286245
ml_02,tanh,3,20,44.81346559524536,1505327402.4083009,1505327447.2217665
ml_11,sigmoid,3,100,61.02238893508911,1505327408.9057093,1505327469.9280982
ml_00,tanh,2,5,106.3608181476593,1505327388.38274,1505327494.7435582
ml_09,sigmoid,2,20,104.67652034759521,1505327391.0410385,1505327495.7175589
ml_01,tanh,2,10,104.38484477996826,1505327393.1400797,1505327497.5249245
ml_08,sigmoid,2,10,121.40766787528992,1505327388.3771627,1505327509.7848306
ml_01,tanh,3,10,70.26052379608154,1505327520.698402,1505327590.9589257
ml_00,tanh,3,5,87.20800828933716,1505327516.4634511,1505327603.6714594
