ml_03,1506937846.0473578,1506938394.3534613,548.3061034679413,0.96875
ml_04,1506937846.566425,1506938402.3820603,555.8156352043152,0.9697
ml_01,1506937851.4895594,1506938407.1353643,555.6458048820496,0.9697
ml_02,1506937868.7695472,1506938406.3021667,537.5326194763184,0.9697
*****
ml_03,1506938696.7896757,1506939247.6651282,550.8754525184631,0.9691
ml_01,1506938703.065853,1506939244.0088532,540.9430000782013,0.9688
ml_04,1506938697.3374615,1506939251.263438,553.9259765148163,0.9692
ml_02,1506938705.5394382,1506939256.931292,551.3918538093567,0.96945
****
ml_03,1506941435.422436,1506941949.4282873,514.0058512687683,0.9689
ml_01,1506941440.2549443,1506941957.8407679,517.5858235359192,0.96945
ml_02,1506941450.7512739,1506941947.212293,496.46101903915405,0.9689
ml_04,1506941435.0319123,1506941958.6981647,523.666252374649,0.96945
****
ml_04,1506943493.7357273,1506943991.2384188,497.5026915073395,0.969
ml_03,1506943495.6231434,1506943998.6550267,503.0318832397461,0.96945
ml_01,1506943497.3943934,1506943999.7297568,502.3353633880615,0.96945
ml_02,1506943519.2610564,1506943997.3952577,478.13420128822327,0.96945
****
ml_03,1506944126.6879,1506944619.0549235,492.3670234680176,0.96855
ml_04,1506944128.6203837,1506944622.1987312,493.5783474445343,0.96885
ml_01,1506944130.3730667,1506944625.5779986,495.204931974411,0.9691
ml_02,1506944157.9906287,1506944619.4491932,461.4585645198822,0.96885
****
ml_03,1506944723.1903408,1506945209.1874323,485.99709153175354,0.96895
ml_04,1506944721.5902252,1506945211.7421005,490.15187525749207,0.9691
ml_01,1506944725.2951963,1506945213.2695713,487.97437500953674,0.9691
ml_02,1506944761.1797597,1506945209.333256,448.1534962654114,0.9691

