08,2,3,5,108.83822321891785
09,2,3,5,153.80460572242737
12,2,3,5,158.2694125175476
01,2,3,5,164.35925316810608
05,2,3,5,183.50169324874878
00,2,3,5,195.0155963897705
10,2,3,5,197.80066752433777
07,2,3,5,202.3983952999115
04,2,3,5,218.69489192962646
03,2,3,5,241.93883228302002
13,2,3,5,275.61992835998535
06,2,3,5,290.4886977672577
11,2,3,5,356.5637238025665
02,2,3,5,465.9047636985779
00,1,3,5,57.40127229690552
06,1,3,5,61.26361107826233
12,1,3,5,64.41938757896423
03,1,3,5,67.31811761856079
05,1,3,5,69.68357515335083
04,1,3,5,71.02126598358154
10,1,3,5,89.9653205871582
09,1,3,5,91.2304618358612
08,1,3,5,101.5273859500885
02,1,3,5,105.72326707839966
11,1,3,5,114.23188591003418
07,1,3,5,120.49607133865356
13,1,3,5,130.7571222782135
01,1,3,5,136.80317616462708
12,1,3,10,32.4104905128479
00,1,3,10,38.95793890953064
05,1,3,10,39.151915311813354
06,1,3,10,41.86085915565491
10,1,3,10,42.46173453330994
03,1,3,10,43.762261629104614
09,1,3,10,45.89208173751831
04,1,3,10,52.67509746551514
13,1,3,10,60.0458927154541
01,1,3,10,65.88778877258301
08,1,3,10,67.57202911376953
07,1,3,10,66.76779866218567
11,1,3,10,81.06898212432861
02,1,3,10,92.76524090766907
00,2,3,10,79.04011249542236
12,2,3,10,85.31876015663147
08,2,3,10,93.26431035995483
06,2,3,10,94.54217529296875
05,2,3,10,106.607577085495
09,2,3,10,132.4854874610901
03,2,3,10,134.03332591056824
01,2,3,10,133.5472378730774
10,2,3,10,143.05882930755615
07,2,3,10,155.75467824935913
13,2,3,10,156.48075079917908
11,2,3,10,161.3598771095276
04,2,3,10,164.00114679336548
02,2,3,10,203.80970788002014
03,2,3,20,50.231427907943726
06,2,3,20,65.41472911834717
12,2,3,20,75.59490704536438
10,2,3,20,76.11154222488403
05,2,3,20,88.90737915039062
09,2,3,20,90.58962082862854
08,2,3,20,91.75681471824646
04,2,3,20,95.85200238227844
00,2,3,20,109.79837894439697
13,2,3,20,112.87325072288513
02,2,3,20,143.09802770614624
07,2,3,20,158.48171472549438
11,2,3,20,168.26134061813354
01,2,3,20,188.48287200927734
10,1,3,20,19.050147771835327
03,1,3,20,21.544445276260376
08,1,3,20,22.67222499847412
00,1,3,20,23.62462282180786
12,1,3,20,25.785577535629272
04,1,3,20,28.301536321640015
06,1,3,20,30.72355818748474
05,1,3,20,36.52424240112305
09,1,3,20,41.25546932220459
02,1,3,20,48.74090766906738
01,1,3,20,48.51009702682495
11,1,3,20,50.12784218788147
13,1,3,20,54.32737064361572
07,1,3,20,53.99127531051636
10,1,3,50,14.188590288162231
12,1,3,50,14.303598880767822
03,1,3,50,15.897629737854004
08,1,3,50,17.54759454727173
00,1,3,50,19.062018871307373
06,1,3,50,19.172507286071777
09,1,3,50,20.975524187088013
05,1,3,50,21.230052947998047
04,1,3,50,22.12316584587097
01,1,3,50,24.814364433288574
07,1,3,50,25.178077220916748
13,1,3,50,24.513165712356567
11,1,3,50,28.006316900253296
02,1,3,50,27.930116415023804
12,2,3,50,39.424779176712036
03,2,3,50,40.0951247215271
00,2,3,50,42.44495987892151
08,2,3,50,49.1153929233551
10,2,3,50,52.71022891998291
04,2,3,50,55.003262519836426
05,2,3,50,58.2657835483551
06,2,3,50,62.1902539730072
13,2,3,50,65.24484014511108
09,2,3,50,72.06697726249695
11,2,3,50,70.77303886413574
01,2,3,50,79.27931547164917
07,2,3,50,98.48161959648132
02,2,3,50,103.23775029182434
03,2,3,100,34.65731406211853
11,2,3,100,34.52050447463989
00,2,3,100,36.7189154624939
06,2,3,100,37.099048137664795
04,2,3,100,37.371612310409546
13,2,3,100,37.79325461387634
08,2,3,100,40.56025528907776
12,2,3,100,41.98303270339966
10,2,3,100,47.71149134635925
07,2,3,100,49.1117947101593
09,2,3,100,55.12923574447632
01,2,3,100,56.47533130645752
02,2,3,100,60.77627635002136
05,2,3,100,77.2842390537262
03,1,3,100,11.562146186828613
00,1,3,100,11.667381525039673
10,1,3,100,13.079113483428955
11,1,3,100,16.61793088912964
08,1,3,100,17.599156856536865
06,1,3,100,17.66044592857361
04,1,3,100,18.888517141342163
12,1,3,100,18.735827207565308
05,1,3,100,19.90361499786377
13,1,3,100,20.230910062789917
