si,1,1,9,0.9746,28.683530807495117
si,2,1,9,0.9746,28.817466259002686
si,1,1,18,0.9744,29.48279309272766
si,2,1,18,0.9746,29.036836624145508
si,1,1,27,0.9734,28.767709016799927
si,2,1,27,0.9746,29.58483576774597
si,1,1,36,0.971,30.097119331359863
si,2,1,36,0.9746,29.570186138153076
si,1,1,45,0.9692,29.059438705444336
si,2,1,45,0.9746,30.74866557121277
si,1,1,54,0.9658,29.021247386932373
si,2,1,54,0.9732,29.482962131500244
si,1,1,63,0.965,29.10408592224121
si,2,1,63,0.9746,29.57209849357605
si,1,1,72,0.9604,30.093552827835083
si,2,1,72,0.974,29.5455105304718
si,1,1,81,0.961,30.468913793563843
si,2,1,81,0.9716,29.23628306388855
si,1,2,9,0.9746,30.26369571685791
si,2,2,9,0.9746,29.220693826675415
si,1,2,18,0.9742,29.20655131340027
si,2,2,18,0.9746,29.34960174560547
si,1,2,27,0.971,30.024232864379883
si,2,2,27,0.9746,30.269970655441284
si,1,2,36,0.9682,29.475913286209106
si,2,2,36,0.9728,29.505291223526
si,1,2,45,0.9614,29.914734601974487
si,2,2,45,0.974,29.887826681137085
si,1,2,54,0.9598,29.967648029327393
si,2,2,54,0.9564,30.471445083618164
si,1,2,63,0.9614,30.21079182624817
si,2,2,63,0.9694,29.986729860305786
si,1,2,72,0.9632,30.321795225143433
si,2,2,72,0.9716,29.84202265739441
si,1,2,81,0.9632,31.010607957839966
si,2,2,81,0.9666,29.696569681167603
si,1,3,9,0.9746,29.82144021987915
si,2,3,9,0.9746,30.026567697525024
si,1,3,18,0.9734,30.904934883117676
si,2,3,18,0.9746,31.1231427192688
si,1,3,27,0.968,37.173733949661255
si,2,3,27,0.9682,32.758068561553955
si,1,3,36,0.9628,29.827455520629883
si,2,3,36,0.9588,29.751386165618896
si,1,3,45,0.96,29.97286105155945
si,2,3,45,0.9656,29.82262873649597
si,1,3,54,0.9588,31.4269859790802
si,2,3,54,0.9562,31.04643964767456
si,1,3,63,0.9618,30.50207257270813
si,2,3,63,0.9506,30.498108863830566
si,1,3,72,0.961,30.00166893005371
si,2,3,72,0.955,30.212730646133423
si,1,3,81,0.9614,29.884827613830566
si,2,3,81,0.9672,29.74167799949646
